workbook,dropdowns,numbers,booleans,dates,strings,xrefs,total,composite
3.1167527.F5LKX3QV0IFMAZTHHTF432LKHRYOQ3PJB.1.xlsx,0,1067,0,99,1383,0,2569,5.08
3.1167679.G03RZKRXCDQV35T15ZLVGSHOJESH1ZJHA.1.xlsx,0,620,0,120,30,0,770,9.65
3.1167765.AFXBP0A41FHHH4FKIXNG1Z5Q5MPEA453B.1.xlsx,0,374,0,202,11,0,588,9.81
3.1167783.OTD1L5AY0HGN3OCOHEPLTY5I200WXH4ZB.1.xlsx,0,734,0,367,4,0,1105,9.97
3.1167838.PLHSSAEUU1MU4LNUMBA5UEIYBJUPR5YIA.1.xlsx,0,1067,0,99,1383,0,2569,5.08
3.1167897.BF0X3UKU4SERY03UUO4AI5H0RT4YCSGIB.1.xlsx,0,373,0,78,317,0,775,6.23
3.1168121.MZPMDTOI0MURZ0KNPD4YF4ZF3CNU0413A.1.xlsx,0,620,0,120,30,0,770,9.65
3.1168447.DHMUJORT0ADF35ANFVMWU2A3FQ4E3LHQA.1.xlsx,0,374,0,202,11,0,588,9.81
3.1168610.PQBNVW55UAKZDKY2QLLKI0VL1Q31EDZTA.1.xlsx,0,734,0,367,4,0,1105,9.97
3.1168716.AZUL2XUBRQP0I00VW55CS3U3NYHZFTEGB.1.xlsx,0,374,0,202,11,0,588,9.81
3.1168736.OR214D41EW1QXMOSSOZ3XLJZGNOBAXTZB.1.xlsx,0,734,0,367,4,0,1105,9.97
3.1168776.L5KM45EYYECLMZAAZUJL1DKTGLYFEGRXB.1.xlsx,0,1067,0,99,1383,0,2569,5.08
3.1168849.LN33UUIU4UJ5GBU4ZXB1ADOW5TEZ1EE4B.1.xlsx,0,373,0,78,317,0,775,6.23
3.1168999.JAEJG3SMZTSRUMS30XWPWUCYDUDGD3Y1B.1.xlsx,0,620,0,120,30,0,770,9.65
3.1169044.PQ2POWHEPK0DPSSVQJSCHF51BW4IVQKEA.1.xlsx,0,620,0,120,30,0,770,9.65
3.1170998.G5AYUNXW5AXBUTIVQWHBUNRWY5H3ZHG4B.1.xlsx,0,2281,0,12,518,34,2888,9.30
3.1172426.NFNMDAXTH42JTQJXYDHOE0QVDO0FSVYPA.1.xlsx,0,1759,0,3,651,0,2565,7.12
3.1173265.MOQTPEXVATKU5LGKH5ARENV4NHF1GMUDA.1.xlsx,0,1114,0,560,25,0,1699,9.87
3.1173553.B2FL5KL4TWESUTPRF5BX3ZRRRRHVR0PXA.2.xlsx,0,339,0,1,133,0,514,6.87
3.1173553.B2FL5KL4TWESUTPRF5BX3ZRRRRHVR0PXA.3.xlsm,0,5826,0,0,1738,0,7564,7.93
3.1173692.FLD3B0JWFXC1S4PA3ROPLSAPWB0ZWOAKA.2.xlsx,0,542,0,19,238,0,840,6.96
3.1173719.IS3TMXGCJSIKOBJ1CGSH0RUAMM5R4PS1B.1.xlsx,0,15280,0,0,17219,0,32499,5.23
3.1173905.MMNXPOYFHIFXVEG5FBXSV1VG4NETKUCNA.1.xlsx,0,15280,0,0,17219,0,32499,5.23
3.1174066.I50MZZXGJCL55VYY4WAAVM4GDVMRG5LUB.1.xlsx,0,15280,0,0,17217,0,32497,5.23
3.1174410.JL2FDOKC5SFMHSVPXFRQFDSCKSX0FXWUB.4.xlsx,0,511,0,57,60,0,628,9.14
3.1174444.F0JQNJE1PK2MI5NYJ15CZGC5XCOGHA4HB.8.xlsx,0,508,0,57,62,0,627,9.11
3.1174444.F0JQNJE1PK2MI5NYJ15CZGC5XCOGHA4HB.9.xlsx,0,511,0,57,60,0,628,9.14
3.1174616.O0SBGQFRTYJJYBWYKQ5KGY4JYNXFKNETA.1.xlsx,0,11973,0,125,206,0,12326,9.83
3.1174623.JVM45W34RQSFYEAH3JDFWJ02CFYSF0CGB.1.xlsx,0,311021,0,171999,321255,0,804275,6.41
3.1174625.OT5M1O34G4AWNHBQMWLZX3ON1B0BBRT1B.3.xlsx,0,524489,0,380634,1015073,0,1920196,5.24
3.117543.JVAGLLEY0VNE4STQRYFA3JX3VG2M21AFA.2.xlsx,0,205,0,0,130,0,335,6.51
3.1176030.BGL4E3DG1JYM5U4LOPLQPMFDXW4W5W23B.1.xlsx,0,496,0,13,228,85,796,17.36
3.1176624.HYTZEQUENI32CSKOLL1V005E05AA4OSJB.3.xlsx,0,6775,0,198,835,30,7844,9.38
3.1176624.HYTZEQUENI32CSKOLL1V005E05AA4OSJB.5.xlsx,0,6817,0,188,871,18,7899,9.21
3.1176632.KJR5WFFNOHOOCGD4VOQGAIYP3SHXZ35TA.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1176634.LHM01IQCST0LHNRMVRTTZE3LDFJPCC2QB.1.xlsx,0,191,0,84,134,0,409,7.05
3.1176635.OCV4XGPRYEIGMXQGZR2SYGQBOCV4UCTHB.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1176636.BS50PERLWD05HWU50TM4PTZQSP4U5VZXA.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1176704.MHUVLTJ25M20IJ0XEJI5EHRIB5UYAGBNA.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1176829.KODH0KHHE2541Y12SSXE3CDYDO3ALTJ4A.1.xlsx,0,7637,0,84,653,0,8374,9.30
3.1176830.KP0B13LPIUCARD2UANOL33XKTEELIHWIA.1.xlsx,0,7636,0,84,653,0,8373,9.30
3.1176840.LKE13RXRLVGJE2REDEAK2XXCL1VM5MJMB.1.xlsx,0,7635,0,84,653,0,8372,9.30
3.1176860.NWISBQVXSPHSEWTHS0WDU2VLYTZQPCUWB.1.xlsx,0,7634,0,84,653,0,8371,9.30
3.1176862.KNWGXKMOGCGBYQ0TMLSY2QQQBZPBRNFLA.1.xlsx,0,7637,0,84,653,0,8374,9.30
3.1176871.NXRQVISGFOJQYXJZVBVIDR1E5DMCCPLGB.1.xlsx,0,4470,0,4470,4,0,8944,10.00
3.1176873.LUZRPFRLOHU0ERIQ04ABCKEQMJHC0WXOA.1.xlsx,0,7638,0,84,653,0,8375,9.30
3.1176922.KNOWG1RXD1WD04FEUYA2SE5AZB4REJLDA.1.xlsx,0,4172,0,1185,1947,0,7304,7.60
3.1176965.JTAQB31DADC2PXCUZLT3FE2ICQJUUE4AB.1.xlsx,0,7639,0,84,653,0,8376,9.30
3.1176996.JQIPIO4U0YCIU1DZMQVBNFZIVANCW1OWA.1.xlsx,0,7641,0,84,653,0,8378,9.30
3.1177026.AUWQPATJWSYSHLCDSLVBEMKH5UNNT10YA.1.xlsx,0,7641,0,84,653,0,8378,9.30
3.1177052.JCDQ3AP142YGBCQVZHROE5GAYOI3NESSA.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177108.DEOIFOV2LA4DEXHKQNIMJC5N1HZVPOQ0B.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177114.BLXXSDQCVJLLVVNQWLAU4WXFSBBNBPIWA.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177129.DYF44VJVQ4XIRTN2TP3DK3DYJV0XXERVB.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177135.JE4ZFMPRVXYQI41QRA2MB2EOK1UV0V02B.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177137.K0W0XPBF2R4PYL2JKOIPJLKM14QDGJEQB.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177195.HFGQ0SPHH1BDHMHR5MMUJDN4R3WS0EVZB.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177389.IZSEPFHN4TAEVG5XEVPB0AB5X4OQBQMBB.3.xlsx,0,6775,0,198,835,30,7844,9.38
3.1177389.IZSEPFHN4TAEVG5XEVPB0AB5X4OQBQMBB.5.xlsx,0,6817,0,188,871,18,7899,9.21
3.1177396.MSYVNA5XSOPO03SMGMKMNVWISET5B4CIA.1.xlsx,0,6775,0,198,835,30,7844,9.38
3.1177431.HROLE4QE0TR31XZK04M0R2QFB3HDODKJA.1.xlsx,0,6255,0,20,559,0,6834,9.26
3.1177516.ENLTX1KIX4IKJBCQLUXMPHFAXLK03SJZA.1.xlsx,0,7850,0,1185,2327,0,11387,8.14
3.1177559.DJL1Q1D5IM1YTXOEIGAYG3GGIVQJI1NPB.1.xlsx,0,1001,0,152,79,0,1272,9.13
3.1177586.OGTLMFSWDMQKI54RW0QNRPFM54SAVTIOA.1.xlsx,0,523,0,38,696,0,1281,4.92
3.1177623.E3TWXIHE0E2GGL4WCROXGDTIFPSPT3IJA.1.xlsx,0,4172,0,1185,1947,0,7304,7.60
3.1179083.MB1CZPTNQUAX15MOIJYD4DPRVLPQROGJB.1.xlsx,0,216,0,0,436,0,652,3.98
3.1179083.MB1CZPTNQUAX15MOIJYD4DPRVLPQROGJB.2.xlsx,0,235,0,0,360,0,595,4.55
3.117941.JSMO05LJJCESEN23REXEYELLP1SEQNSOB.1.xlsx,0,565,0,0,239,0,805,7.32
3.1179792.JN1D2PGYSOBPRSJNODVOLYF0CQJOLC3GB.1.xlsx,0,4470,0,4470,4,0,8944,10.00
3.1179888.FFE3RQQKVPKVWUJEKRK0GJGZMUD0PUHPB.1.xlsx,0,216,0,0,436,0,652,3.98
3.1179888.FFE3RQQKVPKVWUJEKRK0GJGZMUD0PUHPB.2.xlsx,0,235,0,0,360,0,595,4.55
3.1179893.HHTNIK5ARL131HIRWE5PA3UDAFF4GYD2A.2.xlsx,0,216,0,0,436,0,652,3.98
3.1179893.HHTNIK5ARL131HIRWE5PA3UDAFF4GYD2A.3.xlsx,0,235,0,0,360,0,595,4.55
3.118209.CJJQJOXIWSJYSDU3I0OLC2JHLK1PEUVQA.2.xlsx,0,205,0,0,130,0,335,6.51
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.1.xlsx,0,510,0,57,61,0,628,9.13
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.2.xlsx,0,510,0,57,61,0,628,9.13
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.3.xlsx,0,509,0,57,62,0,628,9.11
3.1187420.PSBGCMTALY342L0JK0FQNXTWKC0FSVJSB.1.xlsx,0,510,0,57,61,0,628,9.13
3.1187420.PSBGCMTALY342L0JK0FQNXTWKC0FSVJSB.2.xlsx,0,510,0,57,61,0,628,9.13
3.1187420.PSBGCMTALY342L0JK0FQNXTWKC0FSVJSB.3.xlsx,0,509,0,57,62,0,628,9.11
3.118976.DESSVU4XCVADQRARAZEPI4B0MMFFPJO3B.1.xlsx,0,565,0,0,239,0,805,7.32
3.119003.FPJJSD0GT1GEZAFBJMUMWVFOIWDTONRWB.2.xlsx,0,284,0,2,288,169,708,28.32
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.1.xlsx,0,510,0,57,61,0,628,9.13
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.2.xlsx,0,510,0,57,61,0,628,9.13
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.3.xlsx,0,509,0,57,62,0,628,9.11
3.1190171.AMGOWPGEID4TU2ARDWPQDYHF141PMABCA.1.xlsx,0,510,0,57,61,0,628,9.13
3.1190171.AMGOWPGEID4TU2ARDWPQDYHF141PMABCA.2.xlsx,0,510,0,57,61,0,628,9.13
3.1190171.AMGOWPGEID4TU2ARDWPQDYHF141PMABCA.3.xlsx,0,509,0,57,62,0,628,9.11
3.1191444.EFT3GGINY0KUZ5WNWWOX3UKXQK5BS1F0B.1.xlsm,0,8870,0,18,2931,0,11825,7.76
3.1191461.HEAFA4XBPW1D5LAEJDFLJVHUU3WLONPEA.2.xlsm,0,8819,0,18,2958,0,11799,7.74
3.1191469.NUKHR13P2JK1SFZMZ5LOU5L3GB2HN11IA.1.xlsm,0,8870,0,18,2931,0,11825,7.76
3.1192944.JYE4BOO1XSUB2RTRZKMYROAMLWLWB3A0A.2.xlsm,0,8819,0,18,2958,0,11799,7.74
3.1193635.GO40FV0I20VSXWD1X5J0QNGSXCZOGRUYA.2.xlsm,0,8819,0,18,2958,0,11799,7.74
3.119390.MWCKTN5YK5OA4P0TVPVFGAMB3W42K1HBB.1.xlsx,0,565,0,0,239,0,805,7.32
3.119424.MJALP231PKN0PSQY32UZCUTAGXM4KCZ1B.2.xlsx,0,284,0,2,288,169,708,28.32
3.1194500.AZWYQ25G1MIGR04RAXHH3LDL2JPFNYYMB.1.xlsm,0,8870,0,18,2931,0,11825,7.76
3.1195210.HMASBEGKEQ31W33GN0SMO5EX5VZJX1K1A.1.xlsx,0,119,0,0,127,0,247,5.33
3.1195216.H4SOE4RAM3YUDO3YTSD0ZILD0VVIYLQ2B.1.xlsx,0,119,0,0,127,0,247,5.33
3.1195801.IJ0P15I5WDNSKHK5LIE1N3CQRLKLHDM5B.1.xlsx,0,1392,0,0,56,0,1448,9.65
3.1197282.EJUIZKG51GCGRBANIJKIDLQPPM3LKVBFA.1.xlsm,0,79360,0,57,127226,0,206643,4.46
3.1197551.PFF1ZBPZTGQRTQKKFMNQXU2A5OOT0FM5A.1.xlsx,0,119,0,0,127,0,247,5.33
3.1197552.NHS4K00AHR1E2J0XCWOWB0XN5DRIJMOKB.1.xlsx,0,119,0,0,127,0,247,5.33
3.1197594.O5JCDEYNP5M4N4LFMEALZFITSWC0QEZ0A.1.xlsx,0,119,0,0,127,0,247,5.33
3.1197599.ASPEWBNBIRCWSCTTTZ4WOFD1OUYBPCWNB.1.xlsx,0,149,0,0,219,187,560,36.44
3.1197600.E5JDC01CTE1HPGC3LYP14QZOZLVHVR1SB.1.xlsx,0,149,0,0,219,187,560,36.44
3.1197604.DFCMAY3ZUKE3QJJ4F5O4YFWI4P0MEDK0B.1.xlsx,0,149,0,0,219,187,560,36.44
3.1197728.K0E5305HBQOBKMEBWJWAV5O1LYCQLY32B.1.xlsx,0,119,0,0,127,0,247,5.33
3.1197729.N5FLQSEW4MEW4TX00QW20TXE3KXNQ5MCA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1200138.CUFX3QMI4HLXE2UO0SZPNXO0CAAYCN4LA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1200142.M2D10DCELLRDVQYIQSKXCCMBXBWJUQ22A.1.xlsx,0,119,0,0,127,0,247,5.33
3.120169.IKWUJMOZDKANIETCNFVUWU0HGOXNGNLFB.1.xlsx,0,565,0,0,239,0,805,7.32
3.1201950.PF04GYMPGV4T2WBSECTHSBUBW2YC1YU2B.1.xlsx,0,1392,0,0,56,0,1448,9.65
3.120199.B0C2LSILB5PDV4022LTJVK1CUBFTQKJ5A.2.xlsx,0,284,0,2,288,169,708,28.32
3.120499.FBBDRRKIU4SEXXV1ZLC3VP3TJB0UWSQMB.2.xlsx,0,205,0,0,130,0,335,6.51
3.120581.K5EZMATV1KCBJIOCT2XWJQW3OFJU0DODB.2.xlsx,0,205,0,0,130,0,335,6.51
3.1205921.JXS2EF5RF0LGH3IHZKMAMUS3XAHU4HGKA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1206052.OIA5UV1XMAD0ORYQG2XKAFLMG2CHZZM0B.1.xlsm,0,79374,0,57,127187,0,206618,4.46
3.120618.OOFIH4QNGLX3KH20KDIQC5ZDMA15C4VRA.2.xlsx,0,205,0,0,130,0,335,6.51
3.120644.D1RXDZDO4BB2C0TQBGKFU3M2IQKEWPILB.2.xlsx,0,205,0,0,130,0,335,6.51
3.120662.F3KM4ODKX5MBK0HUYEEPQOAAMSJ0Q5WMB.2.xlsx,0,205,0,0,130,0,335,6.51
3.12069.LKNMK14AUUEGITD0ALPC3YVN3K5R0CXYA.1.xlsm,0,940,0,49,1242,1,2255,4.98
3.121022.GLZEWLFXTLUHLVFQ43AWZQEDZHPVNIBPA.1.xlsx,0,565,0,0,239,0,805,7.32
3.121023.LTKAIDFRS1TMTMPQ4M31XYR0FFQESVFSA.2.xlsx,0,284,0,2,288,169,708,28.32
3.1210290.EKGUVAL0AD2LRBWWQOOPR4S4PTXZJ5QZA.1.xlsx,0,1392,0,0,56,0,1448,9.65
3.121037.O4OQVMAOENGLZIEKL1A4LPXUDRTXBR50A.1.xlsx,0,565,0,0,239,0,805,7.32
3.121042.JTRDDLUQ31A43Y0JYW5GMYTHD55PLIKRA.2.xlsx,0,284,0,2,288,169,708,28.32
3.121055.JSBSADSKP2WB2CV0RBTMBGJ0HGZVTJKPB.2.xlsx,0,284,0,2,288,169,708,28.32
3.121056.MR1NKVPVWSUUGZAF1UTPKJ1PN3NH4ATEA.1.xlsx,0,565,0,0,239,0,805,7.32
3.1210578.MZS33OO55F3C04NLF5DE4YYJXHKVNTUGB.1.xlsx,0,1392,0,0,56,0,1448,9.65
3.121069.G3FQZOTKB1UWGPHYKJEZES51WMWQT3RVA.2.xlsx,0,284,0,2,288,169,708,28.32
3.121072.NXLYH02E2O1YI5MVNTECOG4TLC0A0KQFA.1.xlsx,0,565,0,0,239,0,805,7.32
3.12109.LH50LWNUM5AO0ZI5FF4VAX4WGQ0DO0LGB.1.xlsm,0,940,0,49,1242,1,2255,4.98
3.12112.M0XG5HLELHER1GT0CTHSCSSLSMACNR23B.1.xlsx,0,744,0,0,779,0,1622,5.07
3.1211655.MUF5JSJ4LEQQ0YPGWO04P3Y15EEADKEHB.1.xlsx,0,149,0,0,219,187,560,36.44
3.1211656.L524D5HIUQ0EJFUJFM1HISHXIHTPYGNYA.1.xlsx,0,149,0,0,219,187,560,36.44
3.1211659.EPOGKNLIGH10OKNLAQFW5NKDTDYC0PYAB.1.xlsx,0,149,0,0,219,187,560,36.44
3.1212798.A4Z1GKR5TKPYZC20HPEK43PILTOWKPPLA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1212799.BLVKFEV2EAJ214BE4TQJIHSIOIOQJMOOA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1213095.IND1SLJJJW1WBLB12BKU3ZOFIOXD5H1EA.1.xlsx,0,1392,0,0,56,0,1448,9.65
3.1213965.BXPB0PLQXJFRHF151L3DKV5TK43AVUKOB.1.xlsm,0,79374,0,57,127187,0,206618,4.46
3.1214051.BF5JM4PHZDRUDN1KLZ3M1D2OTMHEZQ2RA.1.xlsm,0,79360,0,57,127226,0,206643,4.46
3.1214761.GAAU4BHEMB1WAZSKXN40QOF5R5QA1JI0A.1.xlsx,0,1392,0,0,56,0,1448,9.65
3.1215390.MUTYP2DMH245RLNASDJMICLEMGNW4QHPB.1.xlsx,0,119,0,0,127,0,247,5.33
3.1215395.IS00FD05SGKWM4O5KC4TFAQAXF2VN3FVA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1215474.PCRRTZGY0FBP14J4KQGNIQ3FYIUUWMMAB.1.xlsx,0,119,0,0,127,0,247,5.33
3.1216858.MSJZFM5K4IS32BWPMO2XKN2W1MBYID21B.1.xlsx,0,119,0,0,127,0,247,5.33
3.1216859.B2ISAFAHPRHWDA5TOAGC2UEIDPNTBT3BA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1216987.JUMWRVBATBBMT2RTJAZ3A5MFBB33QLOXA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1216988.OBHOXJFBDFVCJZG202ZBFJ1ARQNL4EALA.1.xlsx,0,119,0,0,127,0,247,5.33
3.1219828.KB0FQCJBROSNVF4CCOTOK0XLEQHP2RR3A.1.xlsm,0,79360,0,57,127226,0,206643,4.46
3.1219883.HBLWDVBRV1V30FRUS340IQTZ31XL5IERA.1.xlsm,0,79374,0,57,127187,0,206618,4.46
3.1221629.JKOKY0PP2PZ1LA0YY1Q5Y151IZD0NKBPB.1.xlsx,0,246,0,0,122,0,368,7.02
3.1221700.FQ0IL1EE5WPA0SHRVCL1SPHUNRMGY32SB.1.xlsx,0,119,0,0,127,0,247,5.33
3.1223423.FVGFEUXXWUIN2C0XARIXO0N235RZZFJFA.1.xlsx,0,149,0,0,219,187,560,36.44
3.1223431.PTSXCJNHIVJUBQYI0YBZSPTZ4X3VFG15A.1.xlsx,0,149,0,0,219,187,560,36.44
3.1223434.O2CYYIXGRVIQLYLZEE2R3JKXUVVQUCTIB.1.xlsx,0,149,0,0,219,187,560,36.44
3.1226661.GDXQU1SSOOQNHIC35132S0MBATUHFSJ0A.1.xlsx,0,345,0,115,124,115,700,23.18
3.1226682.OA4433PQHCMAU1L330BWQRJBBUXUQWEOA.1.xlsx,0,345,0,115,124,115,700,23.18
3.1226919.CVNEBFOWXTGE0S2XANE5UFHALCVRWWJDA.1.xlsx,0,489,0,1,288,0,778,6.67
3.1227043.MYVZIN24FJHYKOQRA4U0T1C4RJ22POYZA.1.xlsx,0,345,0,115,124,115,700,23.18
3.1227555.CPFKEONHHWAZESPR2RYZDZIVW5M4JI1SB.1.xlsx,0,3374,0,25,129,0,3528,9.67
3.123037.HMIDHDXUES10VKN0VMGO22Z4TJIFEYQKB.2.xlsx,0,205,0,0,130,0,335,6.51
3.123983.PUDLHDHFGWETBVMXW4X0FIYPRPPXN5MSA.2.xlsx,0,284,0,2,288,169,708,28.32
3.125967.F1N1TJDVGFASRYHHFA01JCMYIGFXC4WJA.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.126018.EON55OWKIFSJOXYFYTEZ410FFEH1B1LKB.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.126252.F5VPMHS0NWEWW1MS5WC5R3II3MUYJZKLA.1.xlsx,0,11289,0,2256,2440,0,15985,8.63
3.126694.EP5W3JFVYWQYOBFU0G3TVAA5Z2WCOH5SB.1.xlsx,0,11289,0,2256,2440,0,15985,8.63
3.127155.JO0AAJVZWWB0XFVNL45JLOH0NMF1J0UCB.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.127250.DGX1DVBBOHUYE4BDNGQBIXO51U1YCM4UA.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.127876.GY022TZ3ZRIUCLVN1QH0JVLFRO0JHXJJA.1.xlsx,0,520,0,104,34,0,658,9.53
3.127881.LGQPAJBOV5O14XDD0GDWBWLNJNOFFTH3B.1.xlsx,0,11289,0,2256,2440,0,15985,8.63
3.129109.NFWFIQFN02PXBJAWGJVAHAPKY4XI4IFVA.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.129145.DDPFMCIICBFCG12XNAQYHVU0EIXM1KDSA.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.129438.KKD2IC0CTPRLM4PTDECWIKW3IKBVGWI5B.1.xlsm,0,1868,55,0,356,0,2279,8.59
3.129640.EKBMX2JEBYYSRZSZ13UYJR0G2YHP2L4RB.2.xlsm,7,602,0,4,1804,0,2417,3.54
3.13092.AYJVEZGIHNRQPPNB0MEFGHGWRI2K4ZYYA.1.xlsx,0,775,0,0,812,0,1688,5.07
3.13097.E0U5ZKNLVI54203JLSVAGCGEX102NN2DA.1.xlsx,0,2777,0,462,20,0,3259,9.94
3.131316.NMYWPLJWFMQBRRZSJJ1U1NGQQGPU0XWGA.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.131399.K0WKNQQIO40HMBGJVDRQHWB2MVRREH23A.1.xlsx,0,4760,0,838,229,0,5839,9.63
3.131904.AAP1AN4LLDMHPHLJILDX5KAXIOV1SW1BB.1.xlsx,0,520,0,104,34,0,658,9.53
3.135866.EYJDIPPYLMI2GTLYJ2NVQZCMW0XIBJV0A.1.xlsx,0,10170,0,422,265,0,11064,9.60
3.135867.ITEQFIIHWNPZON3N1HAAK5LB03ERQBEQA.1.xlsx,0,9141,0,423,265,158,10185,10.97
3.135986.KAA0TLFLLW3GPRALA1CF1ZG1NLITMCQIA.2.xlsm,0,10949,0,2568,4729,0,18246,7.67
3.136202.I3EJ0SQBO0JZL3LBDXP4I24CK05V4BUFA.2.xlsm,0,10949,0,2568,4729,0,18246,7.67
3.136685.GN11FCXLYIKH3YBWOZHANITEVFZLSLEGB.2.xlsx,0,158,0,127,807,0,1092,3.35
3.137473.ICHVG3OXL1KVJRE10V2U0MZ3PBHTEV32A.2.xlsx,0,158,0,127,807,0,1092,3.35
3.139397.GYGNVW5GJILQMTBPVAQRHYIUI0MGE5DIB.4.xlsx,0,682,0,97,3251,0,4030,2.74
3.139800.HYMTG100YPHCI3ZDHW2F1VSMSWB4AG1PA.4.xlsx,0,682,0,97,3251,0,4030,2.74
3.140741.FPW05MMUDOVNGFUBFSAHX1C2IJ3TZM5OA.2.xlsx,0,158,0,127,807,0,1092,3.35
3.140743.NW20IAP42HPGPK135GX0R3U5GJ51QTDIA.4.xlsx,0,682,0,97,3251,0,4030,2.74
3.140748.HZYCLGBZHOH1CS3Q2GFCM2SBLW24SS0VA.2.xlsx,0,158,0,127,807,0,1092,3.35
3.140754.AOKVUKRQXZJOQM4LGWFWXT420K2DRC0HA.4.xlsx,0,682,0,97,3251,0,4030,2.74
3.14081.JYWMCKAJDP55CIKOCUUB5NLZ43XMJYVLA.1.xlsx,0,6411,0,70,1330,0,8738,7.57
3.148457.HBZ33BWJFRTFS5POFRACA0L41PHCBRCDB.3.xlsx,0,1270,0,1,896,332,2482,18.86
3.149483.O4EFHQR4KTH4DXMLRDOKY51BQSFH534MA.1.xlsx,0,513,0,0,143,0,672,7.85
3.149800.L4DEQPS50HCHYDKIHJDDT3F40QASKJYEB.1.xlsx,0,1831,0,1098,10,0,2939,9.97
3.149918.A0KKM4EWQ2QIPS2VXR5ELZUTBPBZS4HMA.1.xlsx,0,5614,0,1293,30,0,6937,9.96
3.152975.I3U4ITHN5VV1X4AGT5XZJUKUUPRHZG4AA.3.xlsx,0,1270,0,1,896,332,2482,18.86
3.153392.CB0FL5GKPVV44HFD5HQBYS1SVAMMMDN5B.1.xlsx,0,5614,0,1293,30,0,6937,9.96
3.154533.EXL0UEMB30K1INH4LIPCSACG3WFYY1XXB.1.xlsx,0,5614,0,1293,30,0,6937,9.96
3.155377.OTN33IRJ3E2CVK1CPYCXYJV2NB0F20WIB.1.xlsm,0,5670,0,1605,2575,0,9850,7.65
3.155386.KBTRNY1HQBQSZPXBDEU2QOT5JUR03KWAB.1.xlsm,0,5670,0,1605,2575,0,9850,7.65
3.155394.HVFCSXJJQFPNUZG3CMSYGTQSYF0UVDAJA.1.xlsm,0,326,0,11,227,0,565,6.37
3.156229.J4EY0B2BVMW5LJJ41UMVBOET4RDFGJUHB.1.xlsm,0,5670,0,1605,2575,0,9850,7.65
3.156428.CJPRY0I4BPIOMFRKI2S3QZSGUEXG4HCWA.1.xlsm,0,5670,0,1605,2575,0,9850,7.65
3.156940.LB3NDDG3GP1CAIJKWBJPHOXF5SY1AWQNB.1.xlsx,0,7158,0,6576,6665,0,20399,7.06
3.16524.JCOPN2VZGJQGH1PJWGMEN031MR2LSIXOB.1.xlsx,0,3374,0,25,129,0,3528,9.67
3.16675.DNMXG0TVMA24MJ1XB1TYAHEISXFWIT42B.1.xlsx,0,3374,0,25,129,0,3528,9.67
3.17652.PFUQ1SEIURC5K5LMVNYCGQWRF4FKE32XA.1.xlsx,0,11954,0,3984,20,0,15958,9.99
3.17800.GERSHX05QPE21MCU5FFJYFKMP150NKDHB.1.xlsx,0,608,0,0,13060,0,13668,1.40
3.189135.FZQLN3GYDESWZ3GBGAJBLZGCPJMAJW4AA.1.xlsm,0,1431,0,3,2070,0,3524,4.66
3.189136.G33JPK0O2JP0Q2YVMNO240HQYKVBHMOSB.1.xlsm,0,1431,0,3,2070,0,3524,4.66
3.189137.I2UFIY0G1GE1SJTYGTFKTVDZKOI4CGKDB.1.xlsm,0,1431,0,3,2070,0,3524,4.66
3.189138.OPZBZTTUXXYPMLCV2D3TWMZSLGVHZFKFB.1.xlsm,0,1431,0,3,2073,0,3527,4.65
3.189139.LTXTVIR1ISHAAZEN5WBDCQAL0L3BNK2UA.1.xlsm,0,1433,0,3,2071,0,3527,4.66
