workbook,circular,mean,max,p10,p50,p90
3.1166676.IQYAEYI0K4SYI1KTDLO5PQKLEHK05FDKA.1.xlsm,0,1.81,8.00,1.00,1.00,4.00
3.1166832.MOXSBKJHZLE5UJJXLBT55D1JHKY5CP2AA.1.xlsx,0,0.97,1.00,1.00,1.00,1.00
3.1166995.KO2YLFL00VIJTYZ0GLCM3MU3U1FLUGWOB.1.xlsx,0,1.20,35.00,1.00,1.00,1.00
3.1167143.CAWWC5MC0VPSC0TGQW41NOBB3T14ECPGA.1.xlsx,0,1.50,5.00,1.00,1.00,3.00
3.1167325.FD24FQX02YDFRTTALSBWW54ZC14XEFYTA.1.xlsx,0,0.97,1.00,1.00,1.00,1.00
3.1167372.CN1RFDTHOLAM1YQU5NSKZBZXWKQP5WRJA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1167393.DOIUWF12CDXGDRBM2UCSDUELHEOW12WBA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1167495.MA3PO1OVILQ3BC205E3VO4DLJE50WDVDA.1.xlsx,0,3.53,7.00,1.00,4.00,5.00
3.1167527.F5LKX3QV0IFMAZTHHTF432LKHRYOQ3PJB.1.xlsx,0,1.24,5.00,1.00,1.00,2.00
3.1167679.G03RZKRXCDQV35T15ZLVGSHOJESH1ZJHA.1.xlsx,0,1.82,11.00,0.00,0.00,8.00
3.1167765.AFXBP0A41FHHH4FKIXNG1Z5Q5MPEA453B.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1167783.OTD1L5AY0HGN3OCOHEPLTY5I200WXH4ZB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1167838.PLHSSAEUU1MU4LNUMBA5UEIYBJUPR5YIA.1.xlsx,0,1.24,5.00,1.00,1.00,2.00
3.1167897.BF0X3UKU4SERY03UUO4AI5H0RT4YCSGIB.1.xlsx,0,3.53,7.00,1.00,4.00,5.00
3.1168121.MZPMDTOI0MURZ0KNPD4YF4ZF3CNU0413A.1.xlsx,0,1.82,11.00,0.00,0.00,8.00
3.1168447.DHMUJORT0ADF35ANFVMWU2A3FQ4E3LHQA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1168610.PQBNVW55UAKZDKY2QLLKI0VL1Q31EDZTA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1168716.AZUL2XUBRQP0I00VW55CS3U3NYHZFTEGB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1168736.OR214D41EW1QXMOSSOZ3XLJZGNOBAXTZB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1168776.L5KM45EYYECLMZAAZUJL1DKTGLYFEGRXB.1.xlsx,0,1.24,5.00,1.00,1.00,2.00
3.1168849.LN33UUIU4UJ5GBU4ZXB1ADOW5TEZ1EE4B.1.xlsx,0,3.53,7.00,1.00,4.00,5.00
3.1168999.JAEJG3SMZTSRUMS30XWPWUCYDUDGD3Y1B.1.xlsx,0,1.82,11.00,0.00,0.00,8.00
3.1169044.PQ2POWHEPK0DPSSVQJSCHF51BW4IVQKEA.1.xlsx,0,1.82,11.00,0.00,0.00,8.00
3.1170998.G5AYUNXW5AXBUTIVQWHBUNRWY5H3ZHG4B.1.xlsx,0,2.85,12.00,1.00,3.00,5.00
3.1172426.NFNMDAXTH42JTQJXYDHOE0QVDO0FSVYPA.1.xlsx,0,1.90,4.00,1.00,2.00,3.00
3.1173265.MOQTPEXVATKU5LGKH5ARENV4NHF1GMUDA.1.xlsx,0,1.04,4.00,1.00,1.00,1.00
3.1173553.B2FL5KL4TWESUTPRF5BX3ZRRRRHVR0PXA.2.xlsx,0,1.89,4.00,0.00,2.00,3.00
3.1173553.B2FL5KL4TWESUTPRF5BX3ZRRRRHVR0PXA.3.xlsm,0,2.82,11.00,1.00,3.00,5.00
3.1173692.FLD3B0JWFXC1S4PA3ROPLSAPWB0ZWOAKA.2.xlsx,0,1.85,4.00,1.00,2.00,3.00
3.1173719.IS3TMXGCJSIKOBJ1CGSH0RUAMM5R4PS1B.1.xlsx,0,0.98,1.00,1.00,1.00,1.00
3.1173905.MMNXPOYFHIFXVEG5FBXSV1VG4NETKUCNA.1.xlsx,0,0.98,1.00,1.00,1.00,1.00
3.1174066.I50MZZXGJCL55VYY4WAAVM4GDVMRG5LUB.1.xlsx,0,0.98,1.00,1.00,1.00,1.00
3.1174410.JL2FDOKC5SFMHSVPXFRQFDSCKSX0FXWUB.4.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1174444.F0JQNJE1PK2MI5NYJ15CZGC5XCOGHA4HB.8.xlsx,0,0.48,1.00,0.00,0.00,1.00
3.1174444.F0JQNJE1PK2MI5NYJ15CZGC5XCOGHA4HB.9.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1174616.O0SBGQFRTYJJYBWYKQ5KGY4JYNXFKNETA.1.xlsx,0,0.41,4.00,0.00,0.00,1.00
3.1174623.JVM45W34RQSFYEAH3JDFWJ02CFYSF0CGB.1.xlsx,0,0.00,0.00,0.00,0.00,0.00
3.1174625.OT5M1O34G4AWNHBQMWLZX3ON1B0BBRT1B.3.xlsx,0,0.00,0.00,0.00,0.00,0.00
3.117543.JVAGLLEY0VNE4STQRYFA3JX3VG2M21AFA.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.1176030.BGL4E3DG1JYM5U4LOPLQPMFDXW4W5W23B.1.xlsx,0,1.38,5.00,0.00,1.00,3.00
3.1176624.HYTZEQUENI32CSKOLL1V005E05AA4OSJB.3.xlsx,0,2.85,30.00,0.00,2.00,7.00
3.1176624.HYTZEQUENI32CSKOLL1V005E05AA4OSJB.5.xlsx,0,2.89,30.00,0.00,2.00,7.00
3.1176632.KJR5WFFNOHOOCGD4VOQGAIYP3SHXZ35TA.1.xlsx,0,2.44,31.00,0.00,1.00,3.00
3.1176634.LHM01IQCST0LHNRMVRTTZE3LDFJPCC2QB.1.xlsx,0,1.33,3.00,0.00,1.00,3.00
3.1176635.OCV4XGPRYEIGMXQGZR2SYGQBOCV4UCTHB.1.xlsx,0,2.43,31.00,0.00,1.00,3.00
3.1176636.BS50PERLWD05HWU50TM4PTZQSP4U5VZXA.1.xlsx,0,2.43,31.00,0.00,1.00,3.00
3.1176704.MHUVLTJ25M20IJ0XEJI5EHRIB5UYAGBNA.1.xlsx,0,2.42,31.00,0.00,1.00,3.00
3.1176829.KODH0KHHE2541Y12SSXE3CDYDO3ALTJ4A.1.xlsx,0,2.29,31.00,0.00,1.00,3.00
3.1176830.KP0B13LPIUCARD2UANOL33XKTEELIHWIA.1.xlsx,0,2.29,31.00,0.00,1.00,3.00
3.1176840.LKE13RXRLVGJE2REDEAK2XXCL1VM5MJMB.1.xlsx,0,2.29,31.00,0.00,1.00,3.00
3.1176860.NWISBQVXSPHSEWTHS0WDU2VLYTZQPCUWB.1.xlsx,0,2.29,31.00,0.00,1.00,3.00
3.1176862.KNWGXKMOGCGBYQ0TMLSY2QQQBZPBRNFLA.1.xlsx,0,2.29,31.00,0.00,1.00,3.00
3.1176871.NXRQVISGFOJQYXJZVBVIDR1E5DMCCPLGB.1.xlsx,0,1.16,2.00,1.00,1.00,2.00
3.1176873.LUZRPFRLOHU0ERIQ04ABCKEQMJHC0WXOA.1.xlsx,0,2.28,31.00,0.00,1.00,3.00
3.1176922.KNOWG1RXD1WD04FEUYA2SE5AZB4REJLDA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1176965.JTAQB31DADC2PXCUZLT3FE2ICQJUUE4AB.1.xlsx,0,2.28,31.00,0.00,1.00,3.00
3.1176996.JQIPIO4U0YCIU1DZMQVBNFZIVANCW1OWA.1.xlsx,0,2.27,31.00,0.00,1.00,3.00
3.1177026.AUWQPATJWSYSHLCDSLVBEMKH5UNNT10YA.1.xlsx,0,2.28,31.00,0.00,1.00,3.00
3.1177052.JCDQ3AP142YGBCQVZHROE5GAYOI3NESSA.1.xlsx,0,2.41,31.00,0.00,1.00,3.00
3.1177108.DEOIFOV2LA4DEXHKQNIMJC5N1HZVPOQ0B.1.xlsx,0,2.41,31.00,0.00,1.00,3.00
3.1177114.BLXXSDQCVJLLVVNQWLAU4WXFSBBNBPIWA.1.xlsx,0,2.41,31.00,0.00,1.00,3.00
3.1177129.DYF44VJVQ4XIRTN2TP3DK3DYJV0XXERVB.1.xlsx,0,2.41,31.00,0.00,1.00,3.00
3.1177135.JE4ZFMPRVXYQI41QRA2MB2EOK1UV0V02B.1.xlsx,0,2.40,31.00,0.00,1.00,3.00
3.1177137.K0W0XPBF2R4PYL2JKOIPJLKM14QDGJEQB.1.xlsx,0,2.40,31.00,0.00,1.00,3.00
3.1177195.HFGQ0SPHH1BDHMHR5MMUJDN4R3WS0EVZB.1.xlsx,0,2.40,31.00,0.00,1.00,3.00
3.1177389.IZSEPFHN4TAEVG5XEVPB0AB5X4OQBQMBB.3.xlsx,0,2.85,30.00,0.00,2.00,7.00
3.1177389.IZSEPFHN4TAEVG5XEVPB0AB5X4OQBQMBB.5.xlsx,0,2.89,30.00,0.00,2.00,7.00
3.1177396.MSYVNA5XSOPO03SMGMKMNVWISET5B4CIA.1.xlsx,0,2.85,30.00,0.00,2.00,7.00
3.1177431.HROLE4QE0TR31XZK04M0R2QFB3HDODKJA.1.xlsx,0,2.42,31.00,0.00,1.00,3.00
3.1177516.ENLTX1KIX4IKJBCQLUXMPHFAXLK03SJZA.1.xlsx,0,0.99,2.00,1.00,1.00,1.00
3.1177559.DJL1Q1D5IM1YTXOEIGAYG3GGIVQJI1NPB.1.xlsx,0,1.00,3.00,0.00,1.00,2.00
3.1177586.OGTLMFSWDMQKI54RW0QNRPFM54SAVTIOA.1.xlsx,0,3.09,11.00,1.00,2.00,7.00
3.1177623.E3TWXIHE0E2GGL4WCROXGDTIFPSPT3IJA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.1179083.MB1CZPTNQUAX15MOIJYD4DPRVLPQROGJB.1.xlsx,0,1.77,7.00,1.00,1.00,3.00
3.1179083.MB1CZPTNQUAX15MOIJYD4DPRVLPQROGJB.2.xlsx,0,1.80,6.00,1.00,1.00,3.00
3.117941.JSMO05LJJCESEN23REXEYELLP1SEQNSOB.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.1179792.JN1D2PGYSOBPRSJNODVOLYF0CQJOLC3GB.1.xlsx,0,1.16,2.00,1.00,1.00,2.00
3.1179888.FFE3RQQKVPKVWUJEKRK0GJGZMUD0PUHPB.1.xlsx,0,1.77,7.00,1.00,1.00,3.00
3.1179888.FFE3RQQKVPKVWUJEKRK0GJGZMUD0PUHPB.2.xlsx,0,1.80,6.00,1.00,1.00,3.00
3.1179893.HHTNIK5ARL131HIRWE5PA3UDAFF4GYD2A.2.xlsx,0,1.77,7.00,1.00,1.00,3.00
3.1179893.HHTNIK5ARL131HIRWE5PA3UDAFF4GYD2A.3.xlsx,0,1.80,6.00,1.00,1.00,3.00
3.118209.CJJQJOXIWSJYSDU3I0OLC2JHLK1PEUVQA.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.1.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.2.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1187239.NPA3B5RH2AMRX55ITC4YWOFURYZESIRVA.3.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1187420.PSBGCMTALY342L0JK0FQNXTWKC0FSVJSB.1.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1187420.PSBGCMTALY342L0JK0FQNXTWKC0FSVJSB.2.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1187420.PSBGCMTALY342L0JK0FQNXTWKC0FSVJSB.3.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.118976.DESSVU4XCVADQRARAZEPI4B0MMFFPJO3B.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.119003.FPJJSD0GT1GEZAFBJMUMWVFOIWDTONRWB.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.1.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.2.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1190170.FFWJT35EOXBB1DFBOCPHE5AVTTZAZ4AIB.3.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1190171.AMGOWPGEID4TU2ARDWPQDYHF141PMABCA.1.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1190171.AMGOWPGEID4TU2ARDWPQDYHF141PMABCA.2.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1190171.AMGOWPGEID4TU2ARDWPQDYHF141PMABCA.3.xlsx,0,0.47,1.00,0.00,0.00,1.00
3.1191444.EFT3GGINY0KUZ5WNWWOX3UKXQK5BS1F0B.1.xlsm,0,1.41,5.00,1.00,1.00,2.00
3.1191461.HEAFA4XBPW1D5LAEJDFLJVHUU3WLONPEA.2.xlsm,0,1.42,5.00,1.00,1.00,2.00
3.1191469.NUKHR13P2JK1SFZMZ5LOU5L3GB2HN11IA.1.xlsm,0,1.41,5.00,1.00,1.00,2.00
3.1192944.JYE4BOO1XSUB2RTRZKMYROAMLWLWB3A0A.2.xlsm,0,1.42,5.00,1.00,1.00,2.00
3.1193635.GO40FV0I20VSXWD1X5J0QNGSXCZOGRUYA.2.xlsm,0,1.42,5.00,1.00,1.00,2.00
3.119390.MWCKTN5YK5OA4P0TVPVFGAMB3W42K1HBB.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.119424.MJALP231PKN0PSQY32UZCUTAGXM4KCZ1B.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.1194500.AZWYQ25G1MIGR04RAXHH3LDL2JPFNYYMB.1.xlsm,0,1.41,5.00,1.00,1.00,2.00
3.1195210.HMASBEGKEQ31W33GN0SMO5EX5VZJX1K1A.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1195216.H4SOE4RAM3YUDO3YTSD0ZILD0VVIYLQ2B.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1195801.IJ0P15I5WDNSKHK5LIE1N3CQRLKLHDM5B.1.xlsx,0,117.56,364.00,0.00,82.00,307.00
3.1197282.EJUIZKG51GCGRBANIJKIDLQPPM3LKVBFA.1.xlsm,0,1.01,5.00,1.00,1.00,1.00
3.1197551.PFF1ZBPZTGQRTQKKFMNQXU2A5OOT0FM5A.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1197552.NHS4K00AHR1E2J0XCWOWB0XN5DRIJMOKB.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1197594.O5JCDEYNP5M4N4LFMEALZFITSWC0QEZ0A.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1197599.ASPEWBNBIRCWSCTTTZ4WOFD1OUYBPCWNB.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1197600.E5JDC01CTE1HPGC3LYP14QZOZLVHVR1SB.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1197604.DFCMAY3ZUKE3QJJ4F5O4YFWI4P0MEDK0B.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1197728.K0E5305HBQOBKMEBWJWAV5O1LYCQLY32B.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1197729.N5FLQSEW4MEW4TX00QW20TXE3KXNQ5MCA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1200138.CUFX3QMI4HLXE2UO0SZPNXO0CAAYCN4LA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1200142.M2D10DCELLRDVQYIQSKXCCMBXBWJUQ22A.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.120169.IKWUJMOZDKANIETCNFVUWU0HGOXNGNLFB.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.1201950.PF04GYMPGV4T2WBSECTHSBUBW2YC1YU2B.1.xlsx,0,117.56,364.00,0.00,82.00,307.00
3.120199.B0C2LSILB5PDV4022LTJVK1CUBFTQKJ5A.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.120499.FBBDRRKIU4SEXXV1ZLC3VP3TJB0UWSQMB.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.120581.K5EZMATV1KCBJIOCT2XWJQW3OFJU0DODB.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.1205921.JXS2EF5RF0LGH3IHZKMAMUS3XAHU4HGKA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1206052.OIA5UV1XMAD0ORYQG2XKAFLMG2CHZZM0B.1.xlsm,0,1.01,5.00,1.00,1.00,1.00
3.120618.OOFIH4QNGLX3KH20KDIQC5ZDMA15C4VRA.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.120644.D1RXDZDO4BB2C0TQBGKFU3M2IQKEWPILB.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.120662.F3KM4ODKX5MBK0HUYEEPQOAAMSJ0Q5WMB.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.12069.LKNMK14AUUEGITD0ALPC3YVN3K5R0CXYA.1.xlsm,0,1.92,16.00,1.00,1.00,4.00
3.121022.GLZEWLFXTLUHLVFQ43AWZQEDZHPVNIBPA.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.121023.LTKAIDFRS1TMTMPQ4M31XYR0FFQESVFSA.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.1210290.EKGUVAL0AD2LRBWWQOOPR4S4PTXZJ5QZA.1.xlsx,0,117.56,364.00,0.00,82.00,307.00
3.121037.O4OQVMAOENGLZIEKL1A4LPXUDRTXBR50A.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.121042.JTRDDLUQ31A43Y0JYW5GMYTHD55PLIKRA.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.121055.JSBSADSKP2WB2CV0RBTMBGJ0HGZVTJKPB.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.121056.MR1NKVPVWSUUGZAF1UTPKJ1PN3NH4ATEA.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.1210578.MZS33OO55F3C04NLF5DE4YYJXHKVNTUGB.1.xlsx,0,117.56,364.00,0.00,82.00,307.00
3.121069.G3FQZOTKB1UWGPHYKJEZES51WMWQT3RVA.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.121072.NXLYH02E2O1YI5MVNTECOG4TLC0A0KQFA.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.12109.LH50LWNUM5AO0ZI5FF4VAX4WGQ0DO0LGB.1.xlsm,0,1.92,16.00,1.00,1.00,4.00
3.12112.M0XG5HLELHER1GT0CTHSCSSLSMACNR23B.1.xlsx,0,1.65,3.00,0.00,2.00,2.00
3.1211655.MUF5JSJ4LEQQ0YPGWO04P3Y15EEADKEHB.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1211656.L524D5HIUQ0EJFUJFM1HISHXIHTPYGNYA.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1211659.EPOGKNLIGH10OKNLAQFW5NKDTDYC0PYAB.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1212798.A4Z1GKR5TKPYZC20HPEK43PILTOWKPPLA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1212799.BLVKFEV2EAJ214BE4TQJIHSIOIOQJMOOA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1213095.IND1SLJJJW1WBLB12BKU3ZOFIOXD5H1EA.1.xlsx,0,117.56,364.00,0.00,82.00,307.00
3.1213965.BXPB0PLQXJFRHF151L3DKV5TK43AVUKOB.1.xlsm,0,1.01,5.00,1.00,1.00,1.00
3.1214051.BF5JM4PHZDRUDN1KLZ3M1D2OTMHEZQ2RA.1.xlsm,0,1.01,5.00,1.00,1.00,1.00
3.1214761.GAAU4BHEMB1WAZSKXN40QOF5R5QA1JI0A.1.xlsx,0,117.56,364.00,0.00,82.00,307.00
3.1215390.MUTYP2DMH245RLNASDJMICLEMGNW4QHPB.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1215395.IS00FD05SGKWM4O5KC4TFAQAXF2VN3FVA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1215474.PCRRTZGY0FBP14J4KQGNIQ3FYIUUWMMAB.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1216858.MSJZFM5K4IS32BWPMO2XKN2W1MBYID21B.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1216859.B2ISAFAHPRHWDA5TOAGC2UEIDPNTBT3BA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1216987.JUMWRVBATBBMT2RTJAZ3A5MFBB33QLOXA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1216988.OBHOXJFBDFVCJZG202ZBFJ1ARQNL4EALA.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1219828.KB0FQCJBROSNVF4CCOTOK0XLEQHP2RR3A.1.xlsm,0,1.01,5.00,1.00,1.00,1.00
3.1219883.HBLWDVBRV1V30FRUS340IQTZ31XL5IERA.1.xlsm,0,1.01,5.00,1.00,1.00,1.00
3.1221629.JKOKY0PP2PZ1LA0YY1Q5Y151IZD0NKBPB.1.xlsx,0,1.27,2.00,1.00,1.00,2.00
3.1221700.FQ0IL1EE5WPA0SHRVCL1SPHUNRMGY32SB.1.xlsx,0,5.45,14.00,1.00,5.00,11.00
3.1223423.FVGFEUXXWUIN2C0XARIXO0N235RZZFJFA.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1223431.PTSXCJNHIVJUBQYI0YBZSPTZ4X3VFG15A.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1223434.O2CYYIXGRVIQLYLZEE2R3JKXUVVQUCTIB.1.xlsx,0,0.56,2.00,0.00,0.00,1.00
3.1226661.GDXQU1SSOOQNHIC35132S0MBATUHFSJ0A.1.xlsx,0,1.45,3.00,0.00,1.00,3.00
3.1226682.OA4433PQHCMAU1L330BWQRJBBUXUQWEOA.1.xlsx,0,1.45,3.00,0.00,1.00,3.00
3.1226919.CVNEBFOWXTGE0S2XANE5UFHALCVRWWJDA.1.xlsx,0,6.25,53.00,1.00,3.00,13.00
3.1227043.MYVZIN24FJHYKOQRA4U0T1C4RJ22POYZA.1.xlsx,0,1.45,3.00,0.00,1.00,3.00
3.1227555.CPFKEONHHWAZESPR2RYZDZIVW5M4JI1SB.1.xlsx,0,1.42,20.00,1.00,1.00,3.00
3.123037.HMIDHDXUES10VKN0VMGO22Z4TJIFEYQKB.2.xlsx,0,1.10,2.00,1.00,1.00,2.00
3.123983.PUDLHDHFGWETBVMXW4X0FIYPRPPXN5MSA.2.xlsx,0,1.23,8.00,0.00,1.00,3.00
3.125967.F1N1TJDVGFASRYHHFA01JCMYIGFXC4WJA.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.126018.EON55OWKIFSJOXYFYTEZ410FFEH1B1LKB.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.126252.F5VPMHS0NWEWW1MS5WC5R3II3MUYJZKLA.1.xlsx,0,1.18,4.00,0.00,1.00,2.00
3.126694.EP5W3JFVYWQYOBFU0G3TVAA5Z2WCOH5SB.1.xlsx,0,1.18,4.00,0.00,1.00,2.00
3.127155.JO0AAJVZWWB0XFVNL45JLOH0NMF1J0UCB.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.127250.DGX1DVBBOHUYE4BDNGQBIXO51U1YCM4UA.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.127876.GY022TZ3ZRIUCLVN1QH0JVLFRO0JHXJJA.1.xlsx,0,1.67,2.00,1.00,2.00,2.00
3.127881.LGQPAJBOV5O14XDD0GDWBWLNJNOFFTH3B.1.xlsx,0,1.18,4.00,0.00,1.00,2.00
3.129109.NFWFIQFN02PXBJAWGJVAHAPKY4XI4IFVA.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.129145.DDPFMCIICBFCG12XNAQYHVU0EIXM1KDSA.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.129438.KKD2IC0CTPRLM4PTDECWIKW3IKBVGWI5B.1.xlsm,0,1.03,3.00,1.00,1.00,1.00
3.129640.EKBMX2JEBYYSRZSZ13UYJR0G2YHP2L4RB.2.xlsm,0,1.76,8.00,1.00,1.00,4.00
3.13092.AYJVEZGIHNRQPPNB0MEFGHGWRI2K4ZYYA.1.xlsx,0,1.65,3.00,0.00,2.00,2.00
3.13097.E0U5ZKNLVI54203JLSVAGCGEX102NN2DA.1.xlsx,0,0.82,2.00,0.00,1.00,1.00
3.131316.NMYWPLJWFMQBRRZSJJ1U1NGQQGPU0XWGA.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.131399.K0WKNQQIO40HMBGJVDRQHWB2MVRREH23A.1.xlsx,0,5.26,24.00,1.00,1.00,18.00
3.131904.AAP1AN4LLDMHPHLJILDX5KAXIOV1SW1BB.1.xlsx,0,1.67,2.00,1.00,2.00,2.00
3.135866.EYJDIPPYLMI2GTLYJ2NVQZCMW0XIBJV0A.1.xlsx,0,0.70,7.00,0.00,1.00,1.00
3.135867.ITEQFIIHWNPZON3N1HAAK5LB03ERQBEQA.1.xlsx,0,0.74,7.00,0.00,1.00,1.00
3.135986.KAA0TLFLLW3GPRALA1CF1ZG1NLITMCQIA.2.xlsm,0,1.00,2.00,1.00,1.00,1.00
3.136202.I3EJ0SQBO0JZL3LBDXP4I24CK05V4BUFA.2.xlsm,0,1.00,2.00,1.00,1.00,1.00
3.136685.GN11FCXLYIKH3YBWOZHANITEVFZLSLEGB.2.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.137473.ICHVG3OXL1KVJRE10V2U0MZ3PBHTEV32A.2.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.139397.GYGNVW5GJILQMTBPVAQRHYIUI0MGE5DIB.4.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.139800.HYMTG100YPHCI3ZDHW2F1VSMSWB4AG1PA.4.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.140741.FPW05MMUDOVNGFUBFSAHX1C2IJ3TZM5OA.2.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.140743.NW20IAP42HPGPK135GX0R3U5GJ51QTDIA.4.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.140748.HZYCLGBZHOH1CS3Q2GFCM2SBLW24SS0VA.2.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.140754.AOKVUKRQXZJOQM4LGWFWXT420K2DRC0HA.4.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.14081.JYWMCKAJDP55CIKOCUUB5NLZ43XMJYVLA.1.xlsx,0,21.17,57.00,1.00,19.00,45.00
3.148457.HBZ33BWJFRTFS5POFRACA0L41PHCBRCDB.3.xlsx,0,1.22,12.00,0.00,1.00,2.00
3.149483.O4EFHQR4KTH4DXMLRDOKY51BQSFH534MA.1.xlsx,0,1.25,4.00,1.00,1.00,2.00
3.149800.L4DEQPS50HCHYDKIHJDDT3F40QASKJYEB.1.xlsx,0,2.08,4.00,1.00,2.00,4.00
3.149918.A0KKM4EWQ2QIPS2VXR5ELZUTBPBZS4HMA.1.xlsx,0,5.86,52.00,1.00,1.00,25.00
3.152975.I3U4ITHN5VV1X4AGT5XZJUKUUPRHZG4AA.3.xlsx,0,1.22,12.00,0.00,1.00,2.00
3.153392.CB0FL5GKPVV44HFD5HQBYS1SVAMMMDN5B.1.xlsx,0,5.86,52.00,1.00,1.00,25.00
