workbook,complex,very_complex,exceptionally_complex,formula_cells,total,mean,max,p10,p50,p90
3.396451.G11MUN2FWWCRFTELJI0N1ZTNVQZRFPLBA.2.xlsx,2126,291,1208,0,8523,2.200,15.000,0.200,0.500,5.300
3.350047.EQ5ONDGF5WNWE0ZZRAE04K2S0QFHMXO3A.1.xlsx,54,2,0,103,248,0.674,3.800,0.300,0.600,1.500
3.99502.F3VLYYNXJU21VPUK0JPTLYBRPT0G2EKTA.1.xlsx,130,0,0,0,768,0.783,2.200,0.200,0.500,2.200
3.189144.N5ZTZFU5QLNFPPNRD0ZEDVKVF0VWQNVJA.1.xlsm,159,75,421,0,2540,1.439,10.300,0.300,0.300,5.500
3.440276.L5RIDYQLNL51X1N5XL0YENYEEI30BREWB.1.xlsx,94,0,0,0,1995,0.609,2.600,0.300,0.600,0.900
3.308254.CVP3ZIEGX5D1K4FDDYQTNG2QDCHZS1NKB.1.xlsx,1,0,0,0,195,0.310,2.200,0.300,0.300,0.300
3.540111.PGXX0M03FZ4WNXV1UHQ5BMAPEQ0RZIH4B.1.xlsx,0,0,0,0,124,0.500,0.500,0.500,0.500,0.500
3.884002.DHB1EUD0VYBFBAQ1MQZY25N1Q5HLAXFZB.1.xlsm,26024,0,0,0,26046,2.698,2.700,2.700,2.700,2.700
3.822131.IUWSKVOG0JMVKA0MOB3OTAR2I0SGTOLOB.3.xlsx,876,23,2,3,3841,0.817,5.000,0.300,0.600,1.700
3.254013.KJ2JWUW1SWDSWZJA4CLDGF2C3LYBAZRGB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.415447.JHY2GEP2TC2X0NCS1PPCT534WS1UALOTA.1.xlsm,65,0,0,0,1116,0.321,2.500,0.200,0.200,0.500
3.131399.K0WKNQQIO40HMBGJVDRQHWB2MVRREH23A.1.xlsx,72,810,0,64,3259,1.443,4.600,0.200,0.300,4.600
3.370265.PHW2GU1U3OTXRWLX30VEFR4OXK14BDJPA.3.xlsx,10,0,0,0,412,0.502,2.200,0.200,0.500,0.500
3.626717.NWYN0Y3FVMK3SA4YLXCVH4YH1KGQHNGAB.1.xlsx,0,0,0,52536,24,0.588,0.600,0.600,0.600,0.600
3.448381.NTTEPXSO0EDOTXACLTME2G202503QGYAB.1.xlsx,94,0,0,0,1982,0.607,2.600,0.300,0.600,0.900
3.624897.C13WRQUX35HCBZXRQSOXXVH5SW01KEVHB.1.xlsx,42,0,1830,0,2612,3.681,5.100,0.200,5.100,5.100
3.888841.NEVJYT2R2EIAJSTKAFYIIVMHSLATZQXNA.2.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.308413.KJ53ZDESUMIRUAYEXCDDHEBWCUKCTE3LB.1.xlsx,109,0,0,32,263,1.195,2.200,0.500,0.500,2.200
3.261393.J1FF3B4HIAOVJOFNMHKRC1XZ2MDR0Z1HB.1.xlsx,6644,0,0,1139,6644,2.417,2.500,2.300,2.500,2.500
3.338340.DVIOAABTQCAVWTOWFEFT2DWKBOSZRY5CB.1.xlsm,335,1,16,0,543,1.821,5.800,0.200,2.500,2.600
3.61855.DNZSA3B5JTOMCM42YL1C3K0DEHVGVCHBA.1.xlsx,15,0,0,35,489,0.669,1.100,0.200,0.800,0.800
3.415680.OJBZBCJ5MDLPKIWPW42ZB5NGPDP4LHFJA.1.xlsm,759,273,343,1,3774,2.011,24.200,0.200,0.500,4.800
3.470382.FOMPDM2CB3SH45L3HK14WQIBFZMKUAYUB.1.xlsx,15,0,0,177,522,0.383,2.200,0.300,0.300,0.600
3.1173553.B2FL5KL4TWESUTPRF5BX3ZRRRRHVR0PXA.3.xlsm,1329,1687,6,24,9940,1.390,5.400,0.200,0.600,4.500
3.339725.OR415Z55DGB3VSZQ4MNAG5NOJM4QB05JB.1.xlsx,2322,13680,13680,0,29754,7.840,13.500,3.200,3.200,13.500
3.545340.MTYLDBOR2KSI3WMYLYPRNTLIXYX3W2VHB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.759198.PHCTA4ND2JWYLWSKC3CASUKWCMJETFX0B.1.xlsx,66,0,0,3,544,0.588,2.200,0.200,0.500,1.200
3.258616.AONCOQQ0FUO3D24WTO444WQM4IYFQXJUB.1.xlsm,560,67,924,6,3144,3.611,16.600,0.200,0.800,11.100
3.308920.KT2EAHNXHU2SX2ZKVZMBJ3DMSOIM34OOB.1.xlsx,550,0,0,550,3262,0.736,2.200,0.400,0.400,2.200
3.775106.CAHOXPK4X5AEGYD2ZETYKNFSEIYN20JNB.1.xlsx,0,0,0,0,386,0.800,0.800,0.800,0.800,0.800
3.398675.EN3PGEH3ISCUQWRYWSL24KYLCL1NBNXAB.1.xlsx,414,0,0,2788,2808,0.421,1.100,0.200,0.200,1.100
3.156229.J4EY0B2BVMW5LJJ41UMVBOET4RDFGJUHB.1.xlsm,2,1384,3162,6,4567,7.758,9.100,4.800,9.100,9.100
3.457128.ADM12JBPO1G10NULBF2UFL2MDZIJJON2A.1.xlsm,27188,0,0,0,27210,2.698,2.700,2.700,2.700,2.700
3.441871.L5WO512L41C4JEDSI4IERPILLIFLRNFKB.1.xlsx,68,0,110,0,6910,0.523,9.300,0.200,0.500,0.500
3.721122.KVN05JOJHXCTJ4X3JRDHNFM434K5HHFZB.1.xlsx,388,104,102,0,16037,0.642,6.000,0.300,0.600,0.600
3.460031.P1VNKYU21WYXQP252EYMXJO4CFA0AAX3B.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.366647.I20CEFQ220FWNOEUTPX4KLRJ4VJC4GZNA.2.xlsx,28,0,91,53,1384,0.837,5.300,0.200,0.600,0.600
3.1132066.HALPSRIJ4HL0Y1PPYBUEP3LGBLQX1W3BB.1.xlsx,0,720,0,0,720,3.100,3.100,3.100,3.100,3.100
3.380656.JZ4VZYEZPVMSU5GY0JT0JENE1O2BRPVMB.1.xlsx,385,103,0,0,16012,0.627,4.900,0.300,0.600,0.600
3.192534.LHR2154LPXRZW1HO3M53BM1WZVTH4SWFB.2.xlsx,1576,0,0,0,1576,2.200,2.200,2.200,2.200,2.200
3.421218.HH4JBA2YT14V5BU4TIHQIBLDN5XSUXCVA.1.xlsx,5,0,0,0,470,0.516,2.000,0.400,0.600,0.600
3.321312.GOSFP0YHPKHILBFKOPU4SAC3NVON0OUFA.2.xlsm,24131,0,300,22,49458,1.525,10.500,0.500,0.500,2.500
3.657865.IDVYEXZ2TSR4GJJJTVU5KLLHNYRM5LNMB.4.xlsx,425,0,0,1,1007,1.245,2.600,0.300,0.600,2.300
3.80620.H1XYODT5CPGU5DTBTOTLAYVMFOMOAISDA.1.xlsx,918,12,60,13,2931,1.261,11.800,0.300,0.700,2.600
3.254231.NIU2YANX2ATBPO02VXLZZOGFBPYNV4PTA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.761508.JR33X433CQ2CLNC4TY2CF5I50OXSEXHOA.1.xlsx,85,0,0,3,610,0.604,2.200,0.200,0.500,1.200
3.444775.CNOKCCFU3J1NMYYI0KQE2SQJVFRDCKIVA.1.xlsx,94,0,0,0,1995,0.609,2.600,0.300,0.600,0.900
3.1179888.FFE3RQQKVPKVWUJEKRK0GJGZMUD0PUHPB.1.xlsx,229,1,0,0,279,1.872,4.600,0.200,2.200,2.200
3.719894.LOXVDEBC3WHEKABI2ARLJ2LJ5PMGSAV1B.5.xlsx,204,0,0,0,204,2.900,2.900,2.900,2.900,2.900
3.1158253.OQYZEDGWJA4FQAWWN3UW2B21YBHV1XJRB.1.xlsx,1282,25,900,5,2909,3.065,5.600,0.300,2.800,5.600
3.420115.HHTSAWJSFZ3GVOO2VXG3IR1TF2NWO5GMA.1.xlsm,1523,753,325,689,5091,1.660,44.200,0.200,1.200,3.400
3.726921.BZUXKOMEPBS01DANEWHRY45QWQPWH1O0A.1.xlsx,722,0,0,240,1447,1.618,2.700,0.600,0.600,2.700
3.508420.EMSPOR1SSGMHYZEADESOMT5SQ0XNRWOBA.1.xlsx,2207,0,0,3860,4367,0.865,2.600,0.200,1.100,1.500
3.204358.BPHOX03WJOYXBJPGS5P0SP2IPMKIVY4PA.1.xlsx,17,133,71,0,408,2.249,20.000,0.200,3.400,5.000
3.395457.FQPE0E2GXTMSGV1BMTCTAKVPD21HRXW0B.2.xlsx,329,0,0,4,47483,0.309,2.200,0.300,0.300,0.300
3.420842.L5RAUFTD5YVPDZZO51FPRFHS1A2UV0VAB.1.xlsx,648,1,0,1705,6551,0.508,3.800,0.300,0.300,0.600
3.660672.J5UC0Z5H2QF4MSHNGGV4IWG4AYLUEYDNA.1.xlsm,1822,96,0,156,2768,1.759,3.700,0.500,2.200,2.400
3.1197604.DFCMAY3ZUKE3QJJ4F5O4YFWI4P0MEDK0B.1.xlsx,35,0,0,21,389,0.592,2.500,0.200,0.300,0.800
3.1174444.F0JQNJE1PK2MI5NYJ15CZGC5XCOGHA4HB.8.xlsx,0,0,0,183,170,0.204,0.300,0.200,0.200,0.200
3.418610.PKMH1JOHPWLXLBW54VVL0EXKPW2H1W5QA.1.xlsm,120,96,778,2,1809,3.234,14.700,0.500,2.300,6.200
3.763708.JFJ3YZT3J1FHDWYPWLVGIMXLTY51RRUQB.1.xlsx,85,0,0,3,610,0.604,2.200,0.200,0.500,1.200
30Sep03InvVsPOM04TMRC#A87F6.xlsx,48,0,0,2,144,0.800,1.100,0.500,0.800,1.100
3.1161623.ERPEQRWLQ2XAWFZTWZ25OXPESZKVFW03B.1.xlsm,83,31,412,6,9527,0.829,12.500,0.200,0.500,0.500
3.416050.D0ERGCYKXBE4SNUKLMSZDYTL2FE1FQAOB.1.xlsx,0,0,0,0,268,0.500,0.500,0.500,0.500,0.500
3.470374.ICXHZGUW1QNRNCYDBRDB0GGNEPC2FJSGB.1.xlsx,10,0,0,177,512,0.363,2.200,0.300,0.300,0.600
3.33026.FIZKANG1UFBFV0RF04BCYOQH2U35GBCRB.1.xlsx,0,0,0,0,376,0.518,0.600,0.100,0.600,0.600
3.879104.CE5FA0Y3W1R1CF1BXEMDUMS032A1PUOJB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.212878.AJPAM1F14LKGNV3Q24WQAC2CTID4OERKA.1.xlsx,0,0,0,1,123,0.300,0.300,0.300,0.300,0.300
3.261290.IN0VS0H3PYANDC2YM3LXSTC0E45Q0I4RA.1.xlsm,560,67,924,6,3144,3.611,16.600,0.200,0.800,11.100
3.892438.PYFNBYQ5EWKVFU45YA203VBEXA03ZAN0B.1.xlsm,696,0,0,0,718,2.623,2.700,2.700,2.700,2.700
3.470394.IXBP4AVOV4HD4W5FA2ECDMDCW5F5N4PFB.1.xlsx,5,0,0,177,512,0.348,2.200,0.300,0.300,0.600
3.387720.EMYBM2PY13R5BZYVQ10XGJ2JQGH1PRVVA.1.xlsx,142,0,0,92,708,0.933,2.200,0.500,0.700,2.200
3.1179083.MB1CZPTNQUAX15MOIJYD4DPRVLPQROGJB.1.xlsx,229,1,0,0,279,1.872,4.600,0.200,2.200,2.200
3.463480.INSDXA0C4AB1ED03WHNPT5C0AZKCDWO3B.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.261915.GQUKR3HS3JSXCW3N0D0PQQCS4YCBXOEBA.5.xlsx,61,0,0,0,528,0.709,2.700,0.400,0.500,2.200
3.1219828.KB0FQCJBROSNVF4CCOTOK0XLEQHP2RR3A.1.xlsm,106,69,38148,2,39130,9.045,9.800,7.400,9.800,9.800
3.885852.ADCZJ0NDC2VVJTKV5N2E2HTTROTJD0D5B.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.80473.KXZUILIZQWJRUDSULDOJBPRGFAABVSM0A.1.xlsx,440,63,1,42,2151,0.859,5.000,0.200,0.500,2.200
3.1176030.BGL4E3DG1JYM5U4LOPLQPMFDXW4W5W23B.1.xlsx,189,2,0,41,406,1.318,3.300,0.300,0.600,2.400
3.459322.OJ2RTVBLIBA55TKBLKJSK5L5PBZIODIPB.1.xlsm,5464,0,0,0,5486,2.690,2.700,2.700,2.700,2.700
3.626662.G3ZBHGVCTJXL2W0EN4JFN5VOR4JEKG5HA.1.xlsx,64,0,0,0,600,0.658,2.800,0.300,0.600,1.800
3.895353.N50GWOJVVAQ4KZID0H4YSZVB5EX115PEA.2.xlsx,2016,0,255301,0,257317,10.139,10.200,10.200,10.200,10.200
3.734690.EFBGZF23II523XXA1Q2FDFV1VKSVTQU0A.1.xlsx,302,0,0,0,1025,0.909,2.200,0.200,0.400,2.200
3.451909.KULWZZOJ4G4DMY3COO0HMIZ0WM4MQ0JNB.1.xlsx,37,71,0,7,657,0.813,3.300,0.300,0.300,3.000
3.459053.GVTX4ZUBE2JJFMBN2OX4NGOSDXPNHLSEB.1.xlsm,696,0,0,0,718,2.623,2.700,2.700,2.700,2.700
3.545305.PPFQJSSXVAXMQTFXTW0TSZOV2CRBCJP5B.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.822838.FKVIMYP1Z12VKL2DPK3N3PJQ3AN2K4Z0A.1.xlsx,41,0,0,0,371,0.694,2.800,0.300,0.500,2.200
3.365903.KM2RX5UVYZRWPW21DCRDYA3QGT1RBQXWA.2.xlsm,375,240,122,399,981,3.069,8.400,0.200,2.500,7.000
3.767185.K3SNOPGUUVCC4KURU5HH5ZMQ2W3KKMBMA.1.xlsx,1664,971,1437,0,4314,7.040,32.100,2.200,3.400,16.700
3.354569.NHEYZKDBTFV2OLZGBK2DQ4DJEJ1GECCPA.1.xlsm,2,36,20629,0,26576,8.698,11.100,0.300,11.100,11.100
3.75837.JZREJ1ZHMRANYEPUVDLHCJM1SJVDB3ITB.1.xlsx,46,164,12,0,529,1.899,6.200,0.300,0.900,3.900
3.555908.HI3PIL31KAF3NIJP115ROHMLPKC1LXJFA.1.xlsx,106,0,0,5,250,1.183,2.200,0.300,0.900,2.200
3.763699.ONAT50UOW1QH3NAQHRQUTYKCPIMIXNYZB.1.xlsx,85,0,0,3,610,0.604,2.200,0.200,0.500,1.200
3.823350.OWU30GY0J4NP3HNRDZHIBO3ZZRYJGZN3A.1.xlsx,980,23,6,0,4004,0.828,5.700,0.300,0.600,1.600
3.1132025.GHPW4H0P1EGEK3AQNHM4AG4B5LR12EKYB.1.xlsx,0,0,0,192,165,0.201,0.300,0.200,0.200,0.200
3.544281.AFISV2TIFS0IAL3LBH4UJOUC5KGAVWQQA.1.xlsx,156,0,0,0,156,2.200,2.200,2.200,2.200,2.200
3.421158.IROZGEWDBD2DVEORD0BNJUI3EUSPWN5AA.1.xlsx,104,1,0,197,973,0.537,3.800,0.300,0.300,2.200
3.350049.CTV3DK24A2YHYYJKXZLYNTL3RS5OXED1A.3.xlsm,163,0,0,28,4607,0.529,2.800,0.500,0.500,0.500
3.259657.HXWLLJJW4DPF2DW3SCHYH1NLCQBAQQYLA.1.xlsx,6644,0,0,1139,6644,2.417,2.500,2.300,2.500,2.500
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.20.xlsx,0,0,0,198,165,0.201,0.300,0.200,0.200,0.200
3.860918.BNZGOQQZ2ZBX1T5DIDV0JCNVPC2LG0PCA.1.xlsx,1576,0,0,0,1576,2.200,2.200,2.200,2.200,2.200
3.766430.DRWNJUEGT2ZCLFPQNTRBSGRQ4XEABDCKB.1.xlsx,192,10,0,7,1174,0.649,3.000,0.200,0.500,1.200
3.1138199.C2LUACCLBOUGQOF442TC44IEXQORZL3DB.1.xlsx,40,5,0,0,433,0.814,4.500,0.300,0.700,2.200
3.955214.MIUL0ABQ5M2AJPSDOFJKHPHTEK1LP4EVA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.54907.MFLGDC5DYDS0UMBPAM1K1BQ0NF05SNNPA.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
3.354730.IMPLWUEX1ECFR0DR3O2QLUPSRYNKGBBNB.6.xlsx,9707,3984,0,0,21538,1.831,4.500,0.500,1.100,4.500
3.640892.MOS5NWDOEJ3DHF40ROG20FELNEGZTBRFA.3.xlsx,72,0,0,0,204,1.150,2.200,0.600,0.600,2.200
3.350416.IWFRPV5EDQ125UZSU45DU5UUYRW0XCCQB.2.xlsm,3,1004,241,0,3247,4.486,43.700,0.000,0.200,3.700
3.259261.GGGF4HHXORO3E5F30USZJMNTS2FB4403B.1.xlsm,561,67,924,6,3145,3.611,16.600,0.200,0.800,11.100
PressMay.xlsm,0,0,0,0,428,0.300,0.300,0.300,0.300,0.300
3.451937.LU2NAMUOG3PEM0ERDZ4WFFPBJUTLOZ21A.1.xlsx,47,71,0,7,684,0.823,3.300,0.300,0.400,3.000
3.659496.O5FJ3DWX5MBMJ41CPWNBTFMNRKKKCKSPA.1.xlsm,1822,96,0,156,2768,1.759,3.700,0.500,2.200,2.400
3.639755.JFKXOB0CE1IRQFG2CWXL42F3RZQ3NV5BB.1.xlsx,96,0,0,177,192,1.350,2.200,0.500,2.200,2.200
3.856853.PC4HEJ3IXGMRXOZXQTDO4FDNEQ5IQO4BB.1.xlsx,301,0,0,687,3341,0.517,1.100,0.300,0.500,0.500
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.41.xlsx,2,119,116,0,487,2.498,6.000,0.100,0.800,6.000
3.70247.DRO5KDI1IBQDT3QXJMTQ1AXYDUUJ22NFA.2.xlsx,15,0,0,30,409,0.647,1.100,0.200,0.800,0.800
3.623234.GF5F0Q2BI3FC5PVVBLV3KAJBG2JRQ25EB.1.xlsx,484,0,0,0,969,1.311,2.200,0.200,0.900,2.200
3.365822.AZ2MU0QZWI1LG5K0AHGBZQOCDKYFIPNTB.2.xlsx,28,0,91,53,1384,0.837,5.300,0.200,0.600,0.600
3.73396.OPS52XXWJHWDFERC54KS2TCCTNIFXZL0A.1.xlsx,1327,383,94,0,9275,0.885,5.700,0.200,0.600,2.200
3.879025.HAMWVPFTD1IFOOQ44G34VJYK2QSUTVFMB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.817031.EGWDNDICT2PXRIIZTUMBASL01CFNJCIZB.1.xlsm,236,1,72,0,1149,1.145,8.900,0.200,0.200,2.200
3.683540.GEEBW05V2I50WF5QZVRPREW2J2DDPANFB.1.xlsx,81,0,0,12,81,2.200,2.200,2.200,2.200,2.200
3.219284.EXAK4GATIZISTYQ5GXLFSBS0Q2215RKDA.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.105527.BV0LYXOKU3E4JYDMMTXZ2AMBDFVL1B5QB.2.xlsx,15,0,0,30,409,0.647,1.100,0.200,0.800,0.800
3.115990.A4OPRAR5NB5EFM4ZLY4TJP0G0D102ZDWB.1.xlsx,159,8,0,26,993,0.789,4.800,0.300,0.600,2.200
3.896850.HUHSMDK55E2C4GLG02FTG1VZ5OLDIUAJA.2.xlsx,2016,0,255301,0,257317,10.139,10.200,10.200,10.200,10.200
3.407938.IZVV5J541RKA1U3NEZMXJ5SZBJSSMYRIB.2.xlsm,2059,2656,7054,89,18100,7.598,32.600,0.500,3.500,24.200
3.606809.IQOBRVHZORGWBZARHCEQFYX0QKRYEYDQB.1.xlsx,451,0,0,468,491,2.041,2.200,2.200,2.200,2.200
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.28.xlsx,0,0,0,197,166,0.201,0.300,0.200,0.200,0.200
3.357993.KUAEUJJ2K1A3D15GO4HJKGDA5NWUYPQPB.1.xlsm,1964,102,580,10,5775,1.607,9.600,0.300,0.600,5.700
3.358516.MCES01RXWPSIMIJ0ZVELREO2GMUGULBXA.1.xlsm,375,240,122,399,981,3.069,8.400,0.200,2.500,7.000
Grade308.xlsx,140,70,0,0,770,0.964,3.200,0.300,0.500,2.900
3.463432.MXCIHPZCNXEONYMSHU2LGLAQKLRMJTDWB.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
3.819901.MG4MWXCGAYSFE53PPEW1XJ4VTWI1LWR0A.1.xlsx,363,0,0,93,1195,1.115,2.500,0.400,0.600,2.500
3.371307.B5FX5ROPI2ZGY4IR1LK3IDMGOMFIL2LZA.1.xlsx,81,6,120,0,414,2.290,5.700,0.200,2.200,5.700
3.349994.LIF5WILAUROOHUUMZQFNS3KJ3EJUGOXHA.1.xlsx,0,92,0,0,175,1.912,3.600,0.100,3.100,3.600
3.323025.GOXLQ35LSE42YIBO5E3PPGRMRMDIXO0LA.2.xlsm,267,0,2367,3,3166,15.064,20.100,0.500,20.100,20.100
3.194248.IUV0MKPCXEPZO402QJKS2A5RTYLHZ4W0A.1.xlsx,280,0,0,190,560,0.900,1.000,0.800,1.000,1.000
3.274181.DQBHCBVTP4PUVRUYWZQQ2UMV0NX1RCFZA.1.xlsx,0,0,0,0,1109,0.500,0.500,0.500,0.500,0.500
3.639446.N4GM0RRF5ZSYX3TXWYHCJYOUU2FHTTSDB.1.xlsx,0,0,0,241,454,0.600,0.600,0.600,0.600,0.600
3.657672.FECHNQHRVOL0F3QIENISRKIGZYA5Y3VAB.1.xlsx,13641,0,9094,1655,22735,4.580,11.800,1.500,2.800,11.800
3.234506.IFLXGP4GOH1ZZREAWMA2V3AO3TLMAPRYB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.211826.NBLXRWA2CAUBG4GHYZXS3VZIZIJTGPAOB.1.xlsx,2,96,0,0,1281,0.653,3.600,0.200,0.500,0.500
3.655699.LLVMPY3MOEI0UO0VIB5JAKUUP1IOW1TYB.1.xlsx,13536,0,9024,1623,22560,4.580,11.800,1.500,2.800,11.800
3.913223.MK1ZF5TCEK0ZY322U33J3SVVY1ULRXS3A.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.421545.K4EQ01GWZROMLORNZMYJG13W22XVQEDFA.1.xlsx,17,0,0,0,1600,0.516,2.000,0.400,0.600,0.600
3.823976.C40RCSXC00SNRSEJB3MAI0GSYRWIPVQ1A.1.xlsx,136,0,113,56,527,2.269,9.200,0.200,0.500,7.000
3.458548.PNA4YGVFEBJ1KUMURE5GWI2SW1MT2LAXB.1.xlsx,499,0,0,1150,610,1.130,2.200,0.500,1.100,2.200
3.354730.IMPLWUEX1ECFR0DR3O2QLUPSRYNKGBBNB.4.xlsx,11195,4032,0,0,23158,1.874,4.500,0.500,1.100,4.500
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.3.xlsx,403,28,1,78,3881,0.639,5.300,0.200,0.500,1.700
3.887973.OAYARYHTPN2UOXJIDKTFNSE51MBYW4MEA.2.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.682490.D0RAZ1TB0NCYINY54UVF2OAK11DPMXXCB.1.xlsx,0,0,1890,0,1890,26.600,26.600,26.600,26.600,26.600
3.457342.J12VDZEZELCI3IVFDODQ3FPTJ3X2PZOTB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.79244.BDIBEU4T44Y4M2DPVYJVBOUNIUTQONVSB.3.xlsx,120,0,3,7,1015,0.691,20.600,0.100,0.600,1.200
3.772476.HRNYAOZDMESIPLXQ2NMHJ1KJQ0YVA5EKA.3.xlsx,0,0,0,189,167,0.202,0.300,0.200,0.200,0.200
3.211339.DFX5HCNTEOB5YBU3RXSW53ZOZS2CTOB4B.1.xlsx,69,0,0,12,132,1.344,2.200,0.200,2.200,2.200
CRJ%20230_Spring%20grades.xlsx,170,0,0,0,170,2.251,2.300,2.200,2.300,2.300
3.463233.KK2S5RZJ5BBGOA2E1XTXKZUO3FC02DHSA.1.xlsm,680,0,0,0,702,2.622,2.700,2.700,2.700,2.700
3.409646.NDJ0PUR4ZED2TSX3CBYE2ZWQ24LPF5BWA.1.xlsx,18,0,0,42,620,0.355,2.200,0.300,0.300,0.300
3.543853.MJTLIJCYNJ5OJEFHPMPUHUYAKVOFCDOZA.2.xlsx,0,0,0,74,574,0.499,0.500,0.500,0.500,0.500
3.395247.NOA3F0SEILVXWYPWXELFEHLFCZOCPZ4ZB.1.xlsx,18,0,0,0,76,0.976,1.700,0.800,0.800,1.700
3.387774.APR1S2AHJZLE1WXSRMK20UAOIJNPCP55A.1.xlsx,2,0,0,3,158,0.437,2.200,0.200,0.500,0.500
3.335628.KZNVLFUYVH4X5GWLKN3J30GMGFHBIFHMB.2.xlsx,1425,0,0,20,5323,0.682,1.200,0.500,0.500,1.200
3.1005419.OS3KHBU04HDFUGJNIFFS4F4SAGCFE0UQA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.952700.CMM1HGE4C1NC1NHWPME4GNEKRVPPBMYUA.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
3.400376.OMCKQN4AUMEMZMPSZWPTZSDAY2MW2LW2B.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.601334.NI1LCAI33IA5055FI5WXZMQPXLHM0JUEA.1.xlsx,443,0,0,17,5547,0.607,2.600,0.300,0.500,0.800
3.884695.H5V5P55TI54T41MN5GLF23DY2F0BNYW1A.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.191496.EIF1K54ULPRJGNERTMDMZOKUWDNPJW2FA.1.xlsx,0,0,0,0,1034,0.350,0.500,0.200,0.500,0.500
3.420055.JSRWWKYIAGNQS4IEME25IBC2OAY1ZZKCB.1.xlsm,120,96,778,2,1809,3.234,14.700,0.500,2.300,6.200
3.1028206.ICGKYEWUZW2XFFOMALK5UZLJVHDE2ELOA.2.xlsx,18,309,150,0,1404,1.944,5.000,0.300,0.500,5.000
3.419303.OLFGSSM5OZNE4BJRCTOBMERPAUXNDEXVA.1.xlsx,124,55,0,2,813,0.946,3.100,0.500,0.500,2.200
3.112603.LGBQRXCT53SYPICXYT12PU0N0YD2CMIOA.1.xlsx,98,0,0,59,198,1.333,2.600,0.500,0.500,2.200
3.354598.HRUJMZJAA5CG0ZOPCTFI2POU3UCGHZ1MB.1.xlsm,0,3014,0,7614,24112,1.050,4.900,0.500,0.500,4.900
3.657895.OSZNDFT5R3Z1BFFFYYA3OKQ2EF2OMFWXA.1.xlsx,0,0,0,219,232,0.500,0.500,0.500,0.500,0.500
3.989961.KB40R23RSDE5BTGN5H1FTJAM5NBHKF3CA.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
3.773471.LSQNIPQ05COKZGOAF5F1NEUN2EXSJDWQA.3.xlsx,5341,0,0,76,17180,1.204,2.500,0.600,0.800,2.400
3.820305.BLZGEV0M51XESOHGI2NIRJYXAHIRGNHGB.1.xlsx,980,23,6,0,4004,0.828,5.700,0.300,0.600,1.600
gsa_seat_pricing_SIN_#A7D9D.xlsm,352,0,0,0,352,2.300,2.300,2.300,2.300,2.300
3.448949.A25N3LINQFKVUS5OHUENTTPA52P2FZVCA.1.xlsx,94,0,0,0,1975,0.608,2.600,0.300,0.600,0.900
3.1206052.OIA5UV1XMAD0ORYQG2XKAFLMG2CHZZM0B.1.xlsm,106,69,38148,2,39130,9.045,9.800,7.400,9.800,9.800
3.419404.CP13OK2FLFHR34YXUUDFVNILXJS3N4W4A.1.xlsm,112,96,778,2,1810,3.227,14.700,0.500,2.300,6.200
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.3.xlsx,0,0,0,192,165,0.201,0.300,0.200,0.200,0.200
3.1143395.JUORI1SGBAO3DLYMHAFXJVFCDVQLVTG0A.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
